Rank,Resume Index,Resume Text
1602,318,"OWNER SENIOR GRAPHIC DESIGNER / UX DESIGNER / APP DEVELOPER
LINKSLINKSLINKSLINKSLINKS
dLINKSLINKSLINKSLINKSLINKSLINKS
LINKSLINKSLINKSLINKS
Professional Summary
Â Multi-talented 
[Job Title]
 
skilled in several artistic mediums, including 
[Medium]
 
and 
[Medium]
 . Seasoned 
[Job Title]
 
who specializes in print
and environmental graphics. 
Graphic Designer who multi-tasks and manages time well in fiercely competitive, fast-paced environments. Graphic
Artist motivated to work on all projects ..."
1603,1085,"CONSTRUCTION MANAGER
Summary
Technical support professional with extensive IT background. Enjoys troubleshooting to find solutions to technical issues.
Accomplishments
Effective administrator of both human and material resources.
Able to take a project from the blueprint and contract stage, through complex troubleshooting, to finalization.
Capable of delegating and prioritizing workload, scheduling manpower, equipment, and materials, monitoring productivity, quality, and
safety, and coordinating..."
1604,392,"DIRECTOR OF PRODUCT DEVELOPMENT
Professional Summary
Supervisory experience in the development and production of apparel sportswear. Experience in the management of sourcing, product
development, production and technical design teams. Strong understanding of domestic and offshore sourcing. Extensive global travel for sourcing,
product development, manufacturing and quality control.Â 
Experience
Director of Product Development
 
July 2015
 
to 
April 2016
 
Company Name
 
- 
City
 
, 
State
Condu..."
1605,254,"PROJECT(S) MANAGER
Professional Overview
A Medical Anthropologist who is driven by a fundamental interest in human health and welfare from a sociocultural perspective. Ms. Kazaryan is
prepared to use her strong research and project management skills to develop, implement, evaluate, direct, and monitor public service projects for
the protection and security of human subjects.
Core Qualifications
Project Management, Compliance, Monitoring and Evaluation,
Quality Management and Assurance, Program
P..."
1606,2383,"BIOLOGY TEACHER
Experience
11/2016
 
to 
Current
Biology Teacher
 
Company Name
 
ï¼​ 
City
 
, 
State
Execute, implement, and modify lesson plans while incorporating differentiated instruction and multiple intelligences.
Design and align lessons, labs, and assessments incorporating STEM, problem based learning, Common Core and NGSS.
Volunteer and participate in schools extracurricular activities such as selling tickets for the school talent show and participating in the
Lindenwold HS 5K for the..."
1607,873,"PARTNER; BUSINESS DEVELOPMENT
Summary
A versatile and dynamic manager and marketing professional with more than (20) years of sales, management, marketing and promotional
experience. A goal oriented and trusted leader, able to communicate effectively with people of all ages and backgrounds, to work collaboratively
to resolve problems and to motivate team members to achieve personal and organizational objectives.
Highlights
Integrity first
Quality leadership
Excellent written and verbal communica..."
1608,259,"FRONT DESK CLERK (FEE BASIS, JOHN D DINGELL VA MEDICAL CENTER)
Summary
Passionate, results-oriented 
Customer Service Representative
 Â with diverse background in management and customer service. Dedicated to
providing excellent customer service and making operational and procedural improvements.
Highlights
Effective communicator
Expert in building lasting
 
customer relationships
Computer Proficient
Leadership skills and abilities Â 
Compassionate mentor
Team management
Skilled multi-tasker
Met..."
1609,2419,"TEACHER
Summary
Kind and compassionate Elementary School Teacher dedicated to creating an atmosphere that is stimulating and encouraging to all students.
Enjoys using modern technology in the classroom.
Experience
Company Name
 
August 2012
 
to 
Current
 
Teacher
 
City
 
, 
State
Key Contributions & Educational Outcomes:
Consistently praised (by management and staff) for dedication, reliability, organization and effectiveness as one of school district's most in-
demand substitutes. Filled in f..."
1610,1712,"MEDICAL SCRIBE
Professional Summary
To obtain a position in patient care and research that will allow continual growth of personal knowledge, in a progressive environment that
facilitates improvements in the physical health and well being of others, and my community.
Skill Highlights
Charting expertise
Understands medical procedures
Medical terminology knowledge
EMR knowledge
Venipuncture
Laboratory procedures- microbiology, chemistry, anatomy
Professional Experience
Company Name
 
August 2014
 ..."
1611,1618,"PROGRAMME FINANCE ASSOCIATE
Professional Summary
Seeking a position where I can demonstrate my skills and contribute to an organization that offers professional growth. Being 
productive and add
value to the organisation 
through my knowledge and previous experiences Overview Certified project manager with two years experience in
managing projects according to PRINCE2 methodology. Civil engineering background. Two years experience in events organization (workshops,
conferences and awareness camp..."
1612,108,"ACCOUNTANT
Summary
Currently looking for Long Term/Permanent/Contract Opportunity Financial Statement 
Management Reporting 
Cost Accounting Asset
Management 
Budgeting & forecasting 
Cash Flow Management Payroll Functions 
Audit Preparation 
Inventory Control
CAREER SUMMURY A competent, efficient and highly motivated professional with hands on experienced in the fields of Finance and
Connected department. Over 8 years experience (5 years in Qatar) in a multi-cultural environment. Successful bac..."
1613,228,"COMMUNITY RELATIONS ADVOCATE SUPERVISOR
Summary
To be afforded the opportunity to apply my advanced administrative, problem solving, organizational and sales abilities towards achieving
continuous, improved business performance for a growing/stable organization. Professional Accomplishments/ Skills & Attributes: Developed and
implemented the St. Philips' College Truck Driving Program. Successfully implemented introductory class for prospective adoptive parents, which
increased applicants by 80%...."
1614,2023,"HR ASSISTANT
Highlights
Interviewing expertise
Employee Relations
Manager Coaching and training
Event management
Employee Handbook development
Staffing and recruiting professional
Off-boarding
Accomplishments
Organized HR Generalist effective at record maintenance and assuring compliance with government employment regulations at all times.
Personable HR Generalist versed in recruiting top employees to automotive companies and innovative start-ups.
Experience with public speaking on college campu..."
1615,143,"TRANSITIONAL HOUSING ADVOCATE
Summary
Diversified background in providing services to culturally sensitive issues that involve clients. Proven record of absorbing new concepts easily and
adapting to highly demanding situations. Exceptionally strong interpersonal and teamwork skills. Exhibits dependability in performing work and
willingness to accept responsibilities. Strong skills in appropriate levels of written and verbal communication necessary in the job description.
Combined with abilities ..."
1616,1401,"EXEC DIRECTOR OF SALES, CONSULTANT, STRATEGIST
Executive Profile
10+ year proven track record in Digital, Mobile, and Social, Business Development & Sales Leadership experience, working with top tier clients
and agencies in revenue generation, sales team management, across Retail, CPG, QSR, Electronics, Entertainment, among other verticals, leading
sales teams to exceeding quota and new market expansion
Skill Highlights
Business development leader
Sales team management
Revenue and market expansi..."
